#Data Set Export - SD.Working@1D06P,,,,
"GRADEDESCRIPTIONS-3=GAP, -2=UNUSABLE, -1=UNSPECIFIED, 0=UNDEF, 11=POOR, 21=ESTIMATED, 25=BEST PRACTICE, 31=GOOD, 41=VERYGOOD, 51=EXCELLENT, APPROVALDESCRIPTIONS 800=WORKING, 900=IN REVIEW, 1200=APPROVED",,,,
Timestamp (UTC),Value (cm),Grade Code,Approval Level,Interpolation Type
2003-10-25 19:43:36,-1,-1,800,1
2003-10-25 20:43:36,-5,-1,800,1
2003-10-25 21:43:36,-2,-1,800,1
2003-10-25 21:43:37,NaN,-3,800,1
2003-10-26 01:43:35,NaN,-3,800,1
2003-10-26 01:43:36,-1,-1,800,1
2003-10-26 01:43:37,NaN,-3,800,1
2003-10-26 03:43:35,NaN,-3,800,1
2003-10-26 03:43:36,-9,-1,800,1
2003-10-26 04:43:36,1,-1,800,1
2003-10-26 11:43:36,-6,-1,800,1
2003-10-26 20:43:36,-3,-1,800,1
2003-10-26 20:43:37,NaN,-3,800,1
2003-10-27 06:43:35,NaN,-3,800,1
2003-10-27 06:43:36,-1,-1,800,1
2003-10-27 07:43:36,1,-1,800,1
2003-10-27 07:43:37,NaN,-3,800,1
2003-10-27 18:43:35,NaN,-3,800,1
2003-10-27 18:43:36,0,-1,800,1
2003-10-27 19:43:36,0,-1,800,1
2003-10-27 20:43:36,1,-1,800,1
2003-10-27 21:43:36,0,-1,800,1
2003-10-27 22:43:36,0,-1,800,1
2003-10-27 23:43:36,1,-1,800,1
2003-10-28 00:43:36,0,-1,800,1
2003-10-28 01:43:36,1,-1,800,1
2003-10-28 02:43:36,0,-1,800,1
2003-10-28 03:43:36,0,-1,800,1
2003-10-28 04:43:36,1,-1,800,1
2003-10-28 05:43:36,0,-1,800,1
2003-10-28 06:43:36,-1,-1,800,1
2003-10-28 07:43:36,0,-1,800,1
2003-10-28 08:43:36,1,-1,800,1
2003-10-28 09:43:36,1,-1,800,1
2003-10-28 10:43:36,-1,-1,800,1
2003-10-28 10:43:37,NaN,-3,800,1
2003-10-28 13:43:35,NaN,-3,800,1
2003-10-28 13:43:36,-2,-1,800,1
2003-10-28 14:43:36,-1,-1,800,1
2003-10-28 15:43:36,-3,-1,800,1
2003-10-28 16:43:36,0,-1,800,1
2003-10-28 16:43:37,NaN,-3,800,1
2003-10-28 18:43:35,NaN,-3,800,1
2003-10-28 18:43:36,-1,-1,800,1
2003-10-28 19:43:36,0,-1,800,1
2003-10-28 19:43:37,NaN,-3,800,1
2003-10-28 21:43:35,NaN,-3,800,1
2003-10-28 21:43:36,0,-1,800,1
2003-10-28 22:43:36,-10,-1,800,1
2003-10-28 23:43:36,0,-1,800,1
2003-10-29 00:43:36,0,-1,800,1
2003-10-29 01:43:36,0,-1,800,1
2003-10-29 02:43:36,-1,-1,800,1
2003-10-29 03:43:36,1,-1,800,1
2003-10-29 04:43:36,-1,-1,800,1
2003-10-29 05:43:36,1,-1,800,1
2003-10-29 06:43:36,0,-1,800,1
2003-10-29 06:43:37,NaN,-3,800,1
2003-10-29 08:43:35,NaN,-3,800,1
2003-10-29 08:43:36,0,-1,800,1
2003-10-29 09:43:36,0,-1,800,1
2003-10-29 10:43:36,0,-1,800,1
2003-10-29 11:43:36,1,-1,800,1
2003-10-29 12:43:36,-2,-1,800,1
2003-10-29 13:43:36,-2,-1,800,1
2003-10-29 14:43:36,0,-1,800,1
2003-10-29 15:43:36,-1,-1,800,1
2003-10-29 16:43:36,1,-1,800,1
2003-10-29 17:43:36,1,-1,800,1
2003-10-29 18:43:36,1,-1,800,1
2003-10-29 19:43:36,2,-1,800,1
2003-10-29 20:43:36,2,-1,800,1
2003-10-29 21:43:36,1,-1,800,1
2003-10-29 22:43:36,2,-1,800,1
2003-10-29 23:43:36,2,-1,800,1
2003-10-30 00:43:36,2,-1,800,1
2003-10-30 01:43:36,2,-1,800,1
2003-10-30 02:43:36,2,-1,800,1
2003-10-30 03:43:36,0,-1,800,1
2003-10-30 04:43:36,3,-1,800,1
2003-10-30 05:43:36,2,-1,800,1
2003-10-30 06:43:36,1,-1,800,1
2003-10-30 07:43:36,2,-1,800,1
2003-10-30 08:43:36,1,-1,800,1
2003-10-30 09:43:36,1,-1,800,1
2003-10-30 10:43:36,-2,-1,800,1
2003-10-30 11:43:36,2,-1,800,1
2003-10-30 12:43:36,1,-1,800,1
2003-10-30 13:43:36,1,-1,800,1
2003-10-30 14:43:36,-1,-1,800,1
2003-10-30 15:43:36,2,-1,800,1
2003-10-30 16:43:36,2,-1,800,1
2003-10-30 17:43:36,3,-1,800,1
2003-10-30 18:43:36,2,-1,800,1
2003-10-30 19:43:36,3,-1,800,1
2003-10-30 20:43:36,2,-1,800,1
2003-10-30 21:43:36,2,-1,800,1
2003-10-30 22:43:36,3,-1,800,1
2003-10-30 23:43:36,1,-1,800,1
2003-10-31 00:43:36,2,-1,800,1
2003-10-31 01:43:36,3,-1,800,1
2003-10-31 02:43:36,2,-1,800,1
2003-10-31 03:43:36,2,-1,800,1
2003-10-31 04:43:36,3,-1,800,1
2003-10-31 05:43:36,2,-1,800,1
2003-10-31 06:43:36,3,-1,800,1
2003-10-31 07:43:36,3,-1,800,1
2003-10-31 08:43:36,-2,-1,800,1
2003-10-31 09:43:36,1,-1,800,1
2003-10-31 10:43:36,-2,-1,800,1
2003-10-31 11:43:36,-2,-1,800,1
2003-10-31 12:43:36,-2,-1,800,1
2003-10-31 13:43:36,-16,-1,800,1
2003-10-31 14:43:36,-2,-1,800,1
2003-10-31 15:43:36,2,-1,800,1
2003-10-31 16:43:36,3,-1,800,1
2003-10-31 17:43:36,-5,-1,800,1
2003-10-31 17:43:37,NaN,-3,800,1
2003-10-31 19:43:35,NaN,-3,800,1
2003-10-31 19:43:36,3,-1,800,1
2003-10-31 20:43:36,2,-1,800,1
2003-10-31 21:43:36,3,-1,800,1
2003-10-31 21:43:37,NaN,-3,800,1
2003-10-31 23:43:35,NaN,-3,800,1
2003-10-31 23:43:36,4,-1,800,1
2003-11-01 00:43:36,2,-1,800,1
2003-11-01 01:43:36,3,-1,800,1
2003-11-01 02:43:36,3,-1,800,1
2003-11-01 03:43:36,3,-1,800,1
2003-11-01 04:43:36,4,-1,800,1
2003-11-01 05:43:36,2,-1,800,1
2003-11-01 06:43:36,4,-1,800,1
2003-11-01 07:43:36,3,-1,800,1
2003-11-01 08:43:36,3,-1,800,1
2003-11-01 09:43:36,2,-1,800,1
2003-11-01 10:43:36,3,-1,800,1
2003-11-01 11:43:36,1,-1,800,1
2003-11-01 12:43:36,-3,-1,800,1
2003-11-01 13:43:36,2,-1,800,1
2003-11-01 14:43:36,1,-1,800,1
2003-11-01 15:43:36,2,-1,800,1
2003-11-01 16:43:36,3,-1,800,1
2003-11-01 17:43:36,3,-1,800,1
2003-11-01 18:43:36,2,-1,800,1
2003-11-01 19:43:36,2,-1,800,1
2003-11-01 20:43:36,3,-1,800,1
2003-11-01 21:43:36,2,-1,800,1
2003-11-01 22:43:36,3,-1,800,1
2003-11-01 23:43:36,2,-1,800,1
2003-11-02 00:43:36,3,-1,800,1
2003-11-02 00:43:37,NaN,-3,800,1
2003-11-02 02:43:35,NaN,-3,800,1
2003-11-02 02:43:36,2,-1,800,1
2003-11-02 03:43:36,3,-1,800,1
2003-11-02 04:43:36,3,-1,800,1
2003-11-02 05:43:36,2,-1,800,1
2003-11-02 06:43:36,2,-1,800,1
2003-11-02 07:43:36,3,-1,800,1
2003-11-02 08:43:36,2,-1,800,1
2003-11-02 09:43:36,3,-1,800,1
2003-11-02 10:43:36,0,-1,800,1
2003-11-02 11:43:36,-3,-1,800,1
2003-11-02 12:43:36,-1,-1,800,1
2003-11-02 13:43:36,2,-1,800,1
2003-11-02 14:43:36,3,-1,800,1
2003-11-02 15:43:36,3,-1,800,1
2003-11-02 16:43:36,3,-1,800,1
2003-11-02 17:43:36,2,-1,800,1
2003-11-02 18:43:36,3,-1,800,1
2003-11-02 19:43:36,3,-1,800,1
2003-11-02 20:43:36,3,-1,800,1
2003-11-02 21:43:36,3,-1,800,1
2003-11-02 22:43:36,2,-1,800,1
2003-11-02 23:43:36,3,-1,800,1
2003-11-03 00:43:36,3,-1,800,1
2003-11-03 01:43:36,4,-1,800,1
2003-11-03 02:43:36,3,-1,800,1
2003-11-03 03:43:36,3,-1,800,1
2003-11-03 04:43:36,3,-1,800,1
2003-11-03 05:43:36,3,-1,800,1
2003-11-03 06:43:36,3,-1,800,1
2003-11-03 07:43:36,3,-1,800,1
2003-11-03 08:43:36,3,-1,800,1
2003-11-03 08:43:37,NaN,-3,800,1
2003-11-03 16:43:35,NaN,-3,800,1
2003-11-03 16:43:36,3,-1,800,1
2003-11-03 17:43:36,3,-1,800,1
2003-11-03 18:43:36,3,-1,800,1
2003-11-03 19:43:36,3,-1,800,1
2003-11-03 20:43:36,3,-1,800,1
2003-11-03 22:43:36,3,-1,800,1
2003-11-03 22:43:37,NaN,-3,800,1
2003-11-04 09:43:35,NaN,-3,800,1
2003-11-04 09:43:36,1,-1,800,1
2003-11-04 10:43:36,-3,-1,800,1
2003-11-04 11:43:36,-1,-1,800,1
2003-11-04 12:43:36,-3,-1,800,1
2003-11-04 13:43:36,0,-1,800,1
2003-11-04 13:43:37,NaN,-3,800,1
2003-11-05 08:43:35,NaN,-3,800,1
2003-11-05 08:43:36,3,-1,800,1
2003-11-05 09:43:36,0,-1,800,1
2003-11-05 10:43:36,-3,-1,800,1
2003-11-05 11:43:36,-4,-1,800,1
2003-11-05 12:43:36,-3,-1,800,1
2003-11-05 13:43:36,-2,-1,800,1
2003-11-05 14:43:36,1,-1,800,1
2003-11-05 14:43:37,NaN,-3,800,1
2003-11-06 01:43:35,NaN,-3,800,1
2003-11-06 01:43:36,3,-1,800,1
2003-11-06 03:43:36,4,-1,800,1
2003-11-06 03:43:37,NaN,-3,800,1
2003-11-06 06:43:35,NaN,-3,800,1
2003-11-06 06:43:36,4,-1,800,1
2003-11-06 06:43:37,NaN,-3,800,1
2003-11-06 09:43:35,NaN,-3,800,1
2003-11-06 09:43:36,-3,-1,800,1
2003-11-06 10:43:36,-3,-1,800,1
2003-11-06 11:43:36,-2,-1,800,1
2003-11-06 12:43:36,-3,-1,800,1
2003-11-06 13:43:36,-3,-1,800,1
2003-11-06 14:43:36,0,-1,800,1
2003-11-06 15:43:36,3,-1,800,1
2003-11-06 15:43:37,NaN,-3,800,1
2003-11-06 17:43:35,NaN,-3,800,1
2003-11-06 17:43:36,4,-1,800,1
2003-11-06 17:43:37,NaN,-3,800,1
2003-11-06 19:43:35,NaN,-3,800,1
2003-11-06 19:43:36,2,-1,800,1
2003-11-06 20:43:36,3,-1,800,1
2003-11-06 21:43:36,3,-1,800,1
2003-11-06 22:43:36,3,-1,800,1
2003-11-07 01:43:36,3,-1,800,1
2003-11-07 01:43:37,NaN,-3,800,1
2003-11-07 05:43:35,NaN,-3,800,1
2003-11-07 05:43:36,3,-1,800,1
2003-11-07 06:43:36,3,-1,800,1
2003-11-07 06:43:37,NaN,-3,800,1
2003-11-07 11:43:35,NaN,-3,800,1
2003-11-07 11:43:36,-3,-1,800,1
2003-11-07 12:43:36,-2,-1,800,1
2003-11-07 13:43:36,-3,-1,800,1
2003-11-07 14:43:36,1,-1,800,1
2003-11-07 15:43:36,2,-1,800,1
2003-11-07 16:43:36,2,-1,800,1
2003-11-07 17:43:36,4,-1,800,1
2003-11-07 18:43:36,3,-1,800,1
2003-11-07 19:43:36,3,-1,800,1
2003-11-07 19:43:37,NaN,-3,800,1
2003-11-07 23:43:35,NaN,-3,800,1
2003-11-07 23:43:36,3,-1,800,1
2003-11-07 23:43:37,NaN,-3,800,1
2003-11-08 02:43:35,NaN,-3,800,1
2003-11-08 02:43:36,3,-1,800,1
2003-11-08 03:43:36,4,-1,800,1
2003-11-08 04:43:36,2,-1,800,1
2003-11-08 05:43:36,3,-1,800,1
2003-11-08 06:43:36,3,-1,800,1
2003-11-08 06:43:37,NaN,-3,800,1
2003-11-08 11:43:35,NaN,-3,800,1
2003-11-08 11:43:36,-1,-1,800,1
2003-11-08 12:43:36,0,-1,800,1
2003-11-08 12:43:37,NaN,-3,800,1
2003-11-08 16:43:35,NaN,-3,800,1
2003-11-08 16:43:36,1,-1,800,1
2003-11-08 16:43:37,NaN,-3,800,1
2003-11-08 19:43:35,NaN,-3,800,1
2003-11-08 19:43:36,3,-1,800,1
2003-11-08 20:43:36,2,-1,800,1
2003-11-08 21:43:36,3,-1,800,1
2003-11-08 22:43:36,3,-1,800,1
2003-11-08 23:43:36,3,-1,800,1
2003-11-09 00:43:36,4,-1,800,1
2003-11-09 01:43:36,2,-1,800,1
2003-11-09 02:43:36,2,-1,800,1
2003-11-09 03:43:36,3,-1,800,1
2003-11-09 03:43:37,NaN,-3,800,1
2003-11-09 08:43:35,NaN,-3,800,1
2003-11-09 08:43:36,2,-1,800,1
2003-11-09 09:43:36,-3,-1,800,1
2003-11-09 10:43:36,-4,-1,800,1
2003-11-09 11:43:36,-2,-1,800,1
2003-11-09 12:43:36,-4,-1,800,1
2003-11-09 14:43:36,4,-1,800,1
2003-11-09 14:43:37,NaN,-3,800,1
2003-11-09 21:43:35,NaN,-3,800,1
2003-11-09 21:43:36,3,-1,800,1
2003-11-10 01:43:36,3,-1,800,1
2003-11-10 01:43:37,NaN,-3,800,1
2004-01-09 12:43:34,NaN,-3,800,1
2004-01-09 12:43:35,148,-1,800,1
2004-01-09 13:43:35,148,-1,800,1
2004-01-09 13:43:36,NaN,-3,800,1
2004-01-09 15:43:34,NaN,-3,800,1
2004-01-09 15:43:35,149,-1,800,1
2004-01-09 16:43:35,142,-1,800,1
2004-01-09 17:43:35,153,-1,800,1
2004-01-09 18:43:35,152,-1,800,1
2004-01-09 19:43:35,143,-1,800,1
2004-01-09 21:43:35,141,-1,800,1
2004-01-09 21:43:36,NaN,-3,800,1
2004-01-12 08:43:34,NaN,-3,800,1
2004-01-12 08:43:35,146,-1,800,1
2004-01-12 08:43:36,NaN,-3,800,1
2004-01-12 15:43:34,NaN,-3,800,1
2004-01-12 15:43:35,146,-1,800,1
2004-01-12 16:43:35,145,-1,800,1
2004-01-12 17:43:35,142,-1,800,1
2004-01-12 17:43:36,NaN,-3,800,1
2004-01-13 19:43:34,NaN,-3,800,1
2004-01-13 19:43:35,153,-1,800,1
2004-01-13 20:43:35,154,-1,800,1
2004-01-13 21:43:35,154,-1,800,1
2004-01-13 22:43:35,154,-1,800,1
2004-01-13 23:43:35,154,-1,800,1
2004-01-14 00:43:35,153,-1,800,1
2004-01-14 01:43:35,152,-1,800,1
2004-01-14 02:43:35,152,-1,800,1
2004-01-14 03:43:35,151,-1,800,1
2004-01-14 04:43:35,150,-1,800,1
2004-01-14 05:43:35,150,-1,800,1
2004-01-14 06:43:35,143,-1,800,1
2004-01-14 07:43:35,141,-1,800,1
2004-01-14 08:43:35,142,-1,800,1
2004-01-14 09:43:35,147,-1,800,1
2004-01-14 10:43:35,145,-1,800,1
2004-01-14 11:43:35,144,-1,800,1
2004-01-14 12:43:35,139,-1,800,1
2004-01-14 12:43:36,NaN,-3,800,1
2004-01-14 17:43:34,NaN,-3,800,1
2004-01-14 17:43:35,142,-1,800,1
2004-01-14 18:43:35,142,-1,800,1
2004-01-14 19:43:35,140,-1,800,1
2004-01-14 20:43:35,143,-1,800,1
2004-01-14 21:43:35,144,-1,800,1
2004-01-14 22:43:35,133,-1,800,1
2004-01-14 22:43:36,NaN,-3,800,1
2004-01-23 16:43:33,NaN,-3,800,1
2004-01-23 16:43:34,153,-1,800,1
2004-01-23 17:43:34,155,-1,800,1
2004-01-23 18:43:35,155,-1,800,1
2004-01-23 19:43:35,154,-1,800,1
2004-01-23 20:43:35,155,-1,800,1
2004-01-23 21:43:35,154,-1,800,1
2004-01-23 22:43:35,154,-1,800,1
2004-01-23 23:43:35,154,-1,800,1
2004-01-24 00:43:35,154,-1,800,1
2004-01-24 01:43:35,154,-1,800,1
2004-01-24 02:43:35,154,-1,800,1
2004-01-24 02:43:36,NaN,-3,800,1
2004-01-24 22:43:34,NaN,-3,800,1
2004-01-24 22:43:35,159,-1,800,1
2004-01-24 23:43:35,157,-1,800,1
2004-01-25 00:43:34,157,-1,800,1
2004-01-25 01:43:34,157,-1,800,1
2004-01-25 02:43:34,156,-1,800,1
2004-01-25 03:43:34,156,-1,800,1
2004-01-25 09:43:35,153,-1,800,1
2004-01-25 09:43:36,NaN,-3,800,1
2004-02-04 17:43:33,NaN,-3,800,1
2004-02-04 17:43:34,187,-1,800,1
2004-02-04 18:43:34,189,-1,800,1
2004-02-04 19:43:34,188,-1,800,1
2004-02-04 20:43:34,187,-1,800,1
2004-02-04 21:43:34,188,-1,800,1
2004-02-05 06:43:34,188,-1,800,1
2004-02-05 06:43:35,NaN,-3,800,1
2004-02-10 17:43:39,NaN,-3,800,1
2004-02-10 17:43:40,186,-1,800,1
2004-02-10 18:43:40,185,-1,800,1
2004-02-10 19:43:40,186,-1,800,1
2004-02-10 20:43:40,183,-1,800,1
2004-02-10 21:43:40,183,-1,800,1
2004-02-10 22:43:40,182,-1,800,1
2004-02-11 02:43:40,187,-1,800,1
2004-02-11 02:43:41,NaN,-3,800,1
2004-02-11 09:43:39,NaN,-3,800,1
2004-02-11 09:43:40,178,-1,800,1
2004-02-11 09:43:41,NaN,-3,800,1
2004-02-11 16:43:39,NaN,-3,800,1
2004-02-11 16:43:40,186,-1,800,1
2004-02-11 17:43:40,188,-1,800,1
2004-02-11 18:43:40,187,-1,800,1
2004-02-11 19:43:40,182,-1,800,1
2004-02-11 20:43:40,187,-1,800,1
2004-02-11 21:43:40,184,-1,800,1
2004-02-11 22:43:40,186,-1,800,1
2004-02-11 23:43:40,178,-1,800,1
2004-02-12 00:43:40,185,-1,800,1
2004-02-12 01:43:40,186,-1,800,1
2004-02-12 02:43:40,184,-1,800,1
2004-02-12 02:43:41,NaN,-3,800,1
2004-02-12 04:43:39,NaN,-3,800,1
2004-02-12 04:43:40,184,-1,800,1
2004-02-12 05:43:40,184,-1,800,1
2004-02-12 06:43:40,184,-1,800,1
2004-02-12 07:43:40,177,-1,800,1
2004-02-12 08:43:40,185,-1,800,1
2004-02-12 09:43:40,175,-1,800,1
2004-02-12 09:43:41,NaN,-3,800,1
2004-02-12 13:43:39,NaN,-3,800,1
2004-02-12 13:43:40,173,-1,800,1
2004-02-12 14:43:40,171,-1,800,1
2004-02-12 15:43:40,178,-1,800,1
2004-02-12 15:43:41,NaN,-3,800,1
2004-02-12 17:43:39,NaN,-3,800,1
2004-02-12 17:43:40,179,-1,800,1
2004-02-12 17:43:41,NaN,-3,800,1
2004-02-12 19:43:39,NaN,-3,800,1
2004-02-12 19:43:40,180,-1,800,1
2004-02-12 20:43:40,180,-1,800,1
2004-02-12 21:43:40,181,-1,800,1
2004-02-12 22:43:40,180,-1,800,1
2004-02-12 22:43:41,NaN,-3,800,1
2004-02-13 00:43:39,NaN,-3,800,1
2004-02-13 00:43:40,180,-1,800,1
2004-02-13 01:43:40,177,-1,800,1
2004-02-13 01:43:41,NaN,-3,800,1
2004-02-13 04:43:39,NaN,-3,800,1
2004-02-13 04:43:40,181,-1,800,1
2004-02-13 04:43:41,NaN,-3,800,1
2004-02-13 06:43:39,NaN,-3,800,1
2004-02-13 06:43:40,178,-1,800,1
2004-02-13 06:43:41,NaN,-3,800,1
2004-02-13 08:43:39,NaN,-3,800,1
2004-02-13 08:43:40,178,-1,800,1
2004-02-13 09:43:40,174,-1,800,1
2004-02-13 10:43:40,171,-1,800,1
2004-02-13 11:43:40,178,-1,800,1
2004-02-13 12:43:40,172,-1,800,1
2004-02-13 12:43:41,NaN,-3,800,1
2004-02-13 14:43:39,NaN,-3,800,1
2004-02-13 14:43:40,176,-1,800,1
2004-02-13 15:43:40,175,-1,800,1
2004-02-13 16:43:40,174,-1,800,1
2004-02-13 16:43:41,NaN,-3,800,1
2004-02-13 19:43:39,NaN,-3,800,1
2004-02-13 19:43:40,178,-1,800,1
2004-02-13 19:43:41,NaN,-3,800,1
2004-02-13 21:43:39,NaN,-3,800,1
2004-02-13 21:43:40,176,-1,800,1
2004-02-13 22:43:40,177,-1,800,1
2004-02-14 00:43:40,177,-1,800,1
2004-02-14 00:43:41,NaN,-3,800,1
2004-02-20 02:43:39,NaN,-3,800,1
2004-02-20 02:43:40,202,-1,800,1
2004-02-20 03:43:40,201.00000000000003,-1,800,1
2004-02-20 04:43:40,202,-1,800,1
2004-02-20 05:43:40,201.00000000000003,-1,800,1
2004-02-20 06:43:40,201.00000000000003,-1,800,1
2004-02-20 07:43:40,201.00000000000003,-1,800,1
2004-02-20 08:43:40,198,-1,800,1
2004-02-20 08:43:41,NaN,-3,800,1
2004-02-20 10:43:39,NaN,-3,800,1
2004-02-20 10:43:40,188,-1,800,1
2004-02-20 11:43:40,191,-1,800,1
2004-02-20 12:43:40,191,-1,800,1
2004-02-20 12:43:41,NaN,-3,800,1
2004-02-20 18:43:39,NaN,-3,800,1
2004-02-20 18:43:40,200,-1,800,1
2004-02-20 19:43:40,200,-1,800,1
2004-02-21 00:43:40,196,-1,800,1
2004-02-21 00:43:41,NaN,-3,800,1
2004-02-21 08:43:39,NaN,-3,800,1
2004-02-21 08:43:40,194,-1,800,1
2004-02-21 09:43:40,189,-1,800,1
2004-02-21 09:43:41,NaN,-3,800,1
2004-02-21 18:43:39,NaN,-3,800,1
2004-02-21 18:43:40,197,-1,800,1
2004-02-21 19:43:40,197,-1,800,1
2004-02-21 20:43:40,196,-1,800,1
2004-02-21 21:43:40,197,-1,800,1
2004-02-21 22:43:40,196,-1,800,1
2004-02-21 23:43:40,196,-1,800,1
2004-02-22 01:43:40,195,-1,800,1
2004-02-22 01:43:41,NaN,-3,800,1
2004-02-22 05:43:39,NaN,-3,800,1
2004-02-22 05:43:40,194,-1,800,1
2004-02-22 05:43:41,NaN,-3,800,1
2004-02-22 08:43:39,NaN,-3,800,1
2004-02-22 08:43:40,193,-1,800,1
2004-02-22 09:43:40,191,-1,800,1
2004-02-22 09:43:41,NaN,-3,800,1
2004-02-22 14:43:39,NaN,-3,800,1
2004-02-22 14:43:40,187,-1,800,1
2004-02-22 14:43:41,NaN,-3,800,1
2004-02-22 19:43:39,NaN,-3,800,1
2004-02-22 19:43:40,194,-1,800,1
2004-02-22 20:43:40,192,-1,800,1
2004-02-22 21:43:40,194,-1,800,1
2004-02-22 22:43:40,194,-1,800,1
2004-02-22 23:43:40,193,-1,800,1
2004-02-23 00:43:40,192,-1,800,1
2004-02-23 00:43:41,NaN,-3,800,1
2004-02-29 20:43:39,NaN,-3,800,1
2004-02-29 20:43:40,188,-1,800,1
2004-02-29 21:43:40,188,-1,800,1
2004-02-29 22:43:40,189,-1,800,1
2004-02-29 23:43:40,188,-1,800,1
2004-03-01 00:43:40,188,-1,800,1
2004-03-01 01:43:40,188,-1,800,1
2004-03-01 02:43:40,187,-1,800,1
2004-03-01 03:43:40,185,-1,800,1
2004-03-01 04:43:40,185,-1,800,1
