#Data Set Export - SD.Working@1A14P,,,,
"GRADEDESCRIPTIONS-3=GAP, -2=UNUSABLE, -1=UNSPECIFIED, 0=UNDEF, 11=POOR, 21=ESTIMATED, 25=BEST PRACTICE, 31=GOOD, 41=VERYGOOD, 51=EXCELLENT, APPROVALDESCRIPTIONS 800=WORKING, 900=IN REVIEW, 1200=APPROVED",,,,
Timestamp (UTC),Value (cm),Grade Code,Approval Level,Interpolation Type
2003-10-13 13:50:25,-3,-1,800,1
2003-10-13 14:50:25,-4,-1,800,1
2003-10-13 15:50:25,-4,-1,800,1
2003-10-13 16:50:25,-4,-1,800,1
2003-10-13 17:50:25,-4,-1,800,1
2003-10-13 18:50:25,-3,-1,800,1
2003-10-13 19:50:25,-4,-1,800,1
2003-10-13 20:50:25,-3,-1,800,1
2003-10-13 21:50:25,-4,-1,800,1
2003-10-13 22:50:25,-3,-1,800,1
2003-10-13 23:50:25,-5,-1,800,1
2003-10-14 00:50:25,-4,-1,800,1
2003-10-14 01:50:25,-4,-1,800,1
2003-10-14 02:50:25,-3,-1,800,1
2003-10-14 03:50:25,-3,-1,800,1
2003-10-14 04:50:25,-4,-1,800,1
2003-10-14 05:50:25,-3,-1,800,1
2003-10-14 06:50:25,-3,-1,800,1
2003-10-14 07:50:25,-5,-1,800,1
2003-10-14 08:50:25,-6,-1,800,1
2003-10-14 09:50:25,-5,-1,800,1
2003-10-14 10:50:25,-6,-1,800,1
2003-10-14 11:50:25,-5,-1,800,1
2003-10-14 12:50:25,-4,-1,800,1
2003-10-14 13:50:25,-4,-1,800,1
2003-10-14 14:50:25,-4,-1,800,1
2003-10-14 15:50:25,-4,-1,800,1
2003-10-14 16:50:25,-3,-1,800,1
2003-10-14 17:50:25,-4,-1,800,1
2003-10-14 18:50:25,-3,-1,800,1
2003-10-14 19:50:25,-3,-1,800,1
2003-10-14 20:50:25,-3,-1,800,1
2003-10-14 21:50:25,-3,-1,800,1
2003-10-14 22:50:25,-4,-1,800,1
2003-10-14 23:50:25,-2,-1,800,1
2003-10-15 00:50:25,-4,-1,800,1
2003-10-15 01:50:25,-4,-1,800,1
2003-10-15 02:50:25,-3,-1,800,1
2003-10-15 03:50:25,-2,-1,800,1
2003-10-15 04:50:25,-2,-1,800,1
2003-10-15 05:50:25,-2,-1,800,1
2003-10-15 06:50:25,-2,-1,800,1
2003-10-15 07:50:25,-2,-1,800,1
2003-10-15 08:50:25,-1,-1,800,1
2003-10-15 09:50:25,-4,-1,800,1
2003-10-15 10:50:25,-5,-1,800,1
2003-10-15 11:50:25,-5,-1,800,1
2003-10-15 12:50:25,-3,-1,800,1
2003-10-15 13:50:25,-3,-1,800,1
2003-10-15 14:50:25,-7.000000000000001,-1,800,1
2003-10-15 15:50:25,-4,-1,800,1
2003-10-15 16:50:25,-4,-1,800,1
2003-10-15 17:50:25,-4,-1,800,1
2003-10-15 18:50:25,-4,-1,800,1
2003-10-15 19:50:25,-4,-1,800,1
2003-10-15 20:50:25,-4,-1,800,1
2003-10-15 21:50:25,-3,-1,800,1
2003-10-15 22:50:25,-4,-1,800,1
2003-10-15 23:50:25,-3,-1,800,1
2003-10-16 00:50:25,-4,-1,800,1
2003-10-16 01:50:25,-2,-1,800,1
2003-10-16 02:50:25,-3,-1,800,1
2003-10-16 03:50:25,-4,-1,800,1
2003-10-16 04:50:25,-4,-1,800,1
2003-10-16 05:50:25,-4,-1,800,1
2003-10-16 06:50:25,-4,-1,800,1
2003-10-16 07:50:25,-4,-1,800,1
2003-10-16 07:50:26,NaN,-3,800,1
2003-10-16 11:50:24,NaN,-3,800,1
2003-10-16 11:50:25,-1,-1,800,1
2003-10-16 12:50:25,1,-1,800,1
2003-10-16 13:50:25,2,-1,800,1
2003-10-16 14:50:25,2,-1,800,1
2003-10-16 15:50:25,0,-1,800,1
2003-10-16 16:50:25,0,-1,800,1
2003-10-16 17:50:25,1,-1,800,1
2003-10-16 18:50:25,1,-1,800,1
2003-10-16 19:50:25,1,-1,800,1
2003-10-16 20:50:25,1,-1,800,1
2003-10-16 21:50:25,0,-1,800,1
2003-10-16 22:50:25,0,-1,800,1
2003-10-16 23:50:25,0,-1,800,1
2003-10-17 00:50:25,0,-1,800,1
2003-10-17 01:50:25,-1,-1,800,1
2003-10-17 02:50:25,0,-1,800,1
2003-10-17 03:50:25,0,-1,800,1
2003-10-17 04:50:25,0,-1,800,1
2003-10-17 05:50:25,0,-1,800,1
2003-10-17 06:50:25,0,-1,800,1
2003-10-17 07:50:25,0,-1,800,1
2003-10-17 08:50:25,0,-1,800,1
2003-10-17 09:50:25,0,-1,800,1
2003-10-17 10:50:25,-1,-1,800,1
2003-10-17 11:50:25,-3,-1,800,1
2003-10-17 12:50:25,-2,-1,800,1
2003-10-17 13:50:25,-2,-1,800,1
2003-10-17 14:50:25,-1,-1,800,1
2003-10-17 15:50:25,-1,-1,800,1
2003-10-17 16:50:25,-2,-1,800,1
2003-10-17 17:50:25,-2,-1,800,1
2003-10-17 18:50:25,-2,-1,800,1
2003-10-17 19:50:25,-1,-1,800,1
2003-10-17 20:50:25,-3,-1,800,1
2003-10-17 21:50:25,-4,-1,800,1
2003-10-17 22:50:25,-5,-1,800,1
2003-10-17 23:50:25,-3,-1,800,1
2003-10-18 00:50:25,-3,-1,800,1
2003-10-18 01:50:25,-4,-1,800,1
2003-10-18 02:50:25,-4,-1,800,1
2003-10-18 03:50:25,-4,-1,800,1
2003-10-18 04:50:25,-5,-1,800,1
2003-10-18 05:50:25,-5,-1,800,1
2003-10-18 06:50:25,-6,-1,800,1
2003-10-18 07:50:25,-4,-1,800,1
2003-10-18 08:50:25,-4,-1,800,1
2003-10-18 09:50:25,-4,-1,800,1
2003-10-18 10:50:25,-4,-1,800,1
2003-10-18 11:50:25,-4,-1,800,1
2003-10-18 12:50:25,-4,-1,800,1
2003-10-18 13:50:25,-4,-1,800,1
2003-10-18 14:50:25,-4,-1,800,1
2003-10-18 15:50:25,-4,-1,800,1
2003-10-18 16:50:25,-4,-1,800,1
2003-10-18 17:50:25,-4,-1,800,1
2003-10-18 18:50:25,-4,-1,800,1
2003-10-18 19:50:25,-4,-1,800,1
2003-10-18 20:50:25,-4,-1,800,1
2003-10-18 21:50:25,-4,-1,800,1
2003-10-18 22:50:25,-4,-1,800,1
2003-10-18 23:50:25,-4,-1,800,1
2003-10-19 00:50:25,-4,-1,800,1
2003-10-19 01:50:25,-4,-1,800,1
2003-10-19 02:50:25,-4,-1,800,1
2003-10-19 03:50:25,-4,-1,800,1
2003-10-19 04:50:25,-4,-1,800,1
2003-10-19 05:50:25,-4,-1,800,1
2003-10-19 06:50:25,-4,-1,800,1
2003-10-19 07:50:25,-4,-1,800,1
2003-10-19 08:50:25,-4,-1,800,1
2003-10-19 09:50:25,-4,-1,800,1
2003-10-19 10:50:25,-4,-1,800,1
2003-10-19 11:50:25,-4,-1,800,1
2003-10-19 12:50:25,-4,-1,800,1
2003-10-19 13:50:25,-4,-1,800,1
2003-10-19 14:50:25,-4,-1,800,1
2003-10-19 15:50:25,-4,-1,800,1
2003-10-19 16:50:25,-4,-1,800,1
2003-10-19 17:50:25,-3,-1,800,1
2003-10-19 18:50:25,-4,-1,800,1
2003-10-19 19:50:25,-4,-1,800,1
2003-10-19 20:50:25,-4,-1,800,1
2003-10-19 21:50:25,-4,-1,800,1
2003-10-19 22:50:25,-4,-1,800,1
2003-10-19 23:50:25,-4,-1,800,1
2003-10-20 00:50:25,-4,-1,800,1
2003-10-20 01:50:25,-4,-1,800,1
2003-10-20 02:50:25,-4,-1,800,1
2003-10-20 03:50:25,-4,-1,800,1
2003-10-20 04:50:25,-4,-1,800,1
2003-10-20 05:50:25,-4,-1,800,1
2003-10-20 06:50:25,-4,-1,800,1
2003-10-20 07:50:25,-4,-1,800,1
2003-10-20 08:50:25,-4,-1,800,1
2003-10-20 09:50:25,-4,-1,800,1
2003-10-20 10:50:25,-4,-1,800,1
2003-10-20 11:50:25,-4,-1,800,1
2003-10-20 12:50:25,-4,-1,800,1
2003-10-20 13:50:25,-4,-1,800,1
2003-10-20 14:50:25,-4,-1,800,1
2003-10-20 15:50:25,-4,-1,800,1
2003-10-20 16:50:25,-4,-1,800,1
2003-10-20 17:50:25,-4,-1,800,1
2003-10-20 18:50:25,-3,-1,800,1
2003-10-20 19:50:25,-4,-1,800,1
2003-10-20 20:50:25,-4,-1,800,1
2003-10-20 21:50:25,-4,-1,800,1
2003-10-20 22:50:25,-4,-1,800,1
2003-10-20 23:50:25,-4,-1,800,1
2003-10-21 00:50:25,-5,-1,800,1
2003-10-21 01:50:25,-3,-1,800,1
2003-10-21 02:50:25,-4,-1,800,1
2003-10-21 03:50:25,-4,-1,800,1
2003-10-21 04:50:25,-4,-1,800,1
2003-10-21 05:50:25,-4,-1,800,1
2003-10-21 06:50:25,-4,-1,800,1
2003-10-21 07:50:25,-4,-1,800,1
2003-10-21 08:50:25,-3,-1,800,1
2003-10-21 09:50:25,-4,-1,800,1
2003-10-21 10:50:25,-4,-1,800,1
2003-10-21 11:50:25,-6,-1,800,1
2003-10-21 12:50:25,-4,-1,800,1
2003-10-21 13:50:25,-4,-1,800,1
2003-10-21 14:50:25,-5,-1,800,1
2003-10-21 15:50:25,-5,-1,800,1
2003-10-21 16:50:25,-5,-1,800,1
2003-10-21 17:50:25,-4,-1,800,1
2003-10-21 18:50:25,-4,-1,800,1
2003-10-21 19:50:25,-4,-1,800,1
2003-10-21 20:50:25,-4,-1,800,1
2003-10-21 21:50:25,-4,-1,800,1
2003-10-21 22:50:25,-4,-1,800,1
2003-10-21 23:50:25,-4,-1,800,1
2003-10-22 00:50:25,-4,-1,800,1
2003-10-22 01:50:25,-4,-1,800,1
2003-10-22 02:50:25,-4,-1,800,1
2003-10-22 03:50:25,-4,-1,800,1
2003-10-22 04:50:25,-4,-1,800,1
2003-10-22 05:50:25,-4,-1,800,1
2003-10-22 06:50:25,-4,-1,800,1
2003-10-22 07:50:25,-4,-1,800,1
2003-10-22 08:50:25,-4,-1,800,1
2003-10-22 08:50:26,NaN,-3,800,1
2003-10-22 12:50:24,NaN,-3,800,1
2003-10-22 12:50:25,-5,-1,800,1
2003-10-22 13:50:25,-4,-1,800,1
2003-10-22 14:50:25,-4,-1,800,1
2003-10-22 15:50:25,-4,-1,800,1
2003-10-22 16:50:25,-4,-1,800,1
2003-10-22 17:50:25,-4,-1,800,1
2003-10-22 18:50:25,-4,-1,800,1
2003-10-22 19:50:25,-3,-1,800,1
2003-10-22 20:50:25,-4,-1,800,1
2003-10-22 21:50:25,-4,-1,800,1
2003-10-22 22:50:25,-3,-1,800,1
2003-10-22 23:50:25,-3,-1,800,1
2003-10-23 00:50:25,-4,-1,800,1
2003-10-23 01:50:25,-3,-1,800,1
2003-10-23 02:50:25,-3,-1,800,1
2003-10-23 03:50:25,-4,-1,800,1
2003-10-23 04:50:25,-4,-1,800,1
2003-10-23 05:50:25,-4,-1,800,1
2003-10-23 06:50:25,-4,-1,800,1
2003-10-23 07:50:25,-5,-1,800,1
2003-10-23 08:50:25,-4,-1,800,1
2003-10-23 09:50:25,-11,-1,800,1
2003-10-23 10:50:25,-5,-1,800,1
2003-10-23 11:50:25,-7.000000000000001,-1,800,1
2003-10-23 12:50:25,-3,-1,800,1
2003-10-23 13:50:25,-4,-1,800,1
2003-10-23 14:50:25,-6,-1,800,1
2003-10-23 15:50:25,-5,-1,800,1
2003-10-23 16:50:25,-4,-1,800,1
2003-10-23 17:50:25,-5,-1,800,1
2003-10-23 18:50:25,-6,-1,800,1
2003-10-23 19:50:25,-5,-1,800,1
2003-10-23 20:50:25,-4,-1,800,1
2003-10-23 21:50:25,-6,-1,800,1
2003-10-23 22:50:25,-4,-1,800,1
2003-10-23 23:50:25,-5,-1,800,1
2003-10-24 00:50:25,-7.000000000000001,-1,800,1
2003-10-24 01:50:25,-8,-1,800,1
2003-10-24 02:50:25,-4,-1,800,1
2003-10-24 03:50:25,-3,-1,800,1
2003-10-24 04:50:25,-3,-1,800,1
2003-10-24 05:50:25,-4,-1,800,1
2003-10-24 06:50:25,-4,-1,800,1
2003-10-24 07:50:25,-4,-1,800,1
2003-10-24 08:50:25,-4,-1,800,1
2003-10-24 09:50:25,-4,-1,800,1
2003-10-24 10:50:25,-3,-1,800,1
2003-10-24 11:50:25,-7.000000000000001,-1,800,1
2003-10-24 12:50:25,-6,-1,800,1
2003-10-24 13:50:25,-7.000000000000001,-1,800,1
2003-10-24 14:50:25,-5,-1,800,1
2003-10-24 15:50:25,-6,-1,800,1
2003-10-24 16:50:25,-6,-1,800,1
2003-10-24 17:50:25,-2,-1,800,1
2003-10-24 18:50:25,-2,-1,800,1
2003-10-24 19:50:25,-3,-1,800,1
2003-10-24 20:50:25,-3,-1,800,1
2003-10-24 21:50:25,-3,-1,800,1
2003-10-24 22:50:25,-4,-1,800,1
2003-10-24 23:50:25,-7.000000000000001,-1,800,1
2003-10-25 00:50:25,-3,-1,800,1
2003-10-25 01:50:25,-3,-1,800,1
2003-10-25 02:50:25,-3,-1,800,1
2003-10-25 03:50:25,-3,-1,800,1
2003-10-25 04:50:25,-2,-1,800,1
2003-10-25 05:50:25,0,-1,800,1
2003-10-25 06:50:25,1,-1,800,1
2003-10-25 07:50:25,1,-1,800,1
2003-10-25 08:50:25,1,-1,800,1
2003-10-25 09:50:25,0,-1,800,1
2003-10-25 10:50:25,-2,-1,800,1
2003-10-25 11:50:25,-2,-1,800,1
2003-10-25 12:50:25,-2,-1,800,1
2003-10-25 13:50:25,-3,-1,800,1
2003-10-25 14:50:25,-4,-1,800,1
2003-10-25 15:50:25,-5,-1,800,1
2003-10-25 16:50:25,-6,-1,800,1
2003-10-25 17:50:25,-5,-1,800,1
2003-10-25 18:50:25,-4,-1,800,1
2003-10-25 19:50:25,-5,-1,800,1
2003-10-25 20:50:25,-4,-1,800,1
2003-10-25 21:50:25,-4,-1,800,1
2003-10-25 22:50:25,-4,-1,800,1
2003-10-25 23:50:25,-4,-1,800,1
2003-10-26 00:50:25,-4,-1,800,1
2003-10-26 01:50:25,-4,-1,800,1
2003-10-26 02:50:25,-4,-1,800,1
2003-10-26 03:50:25,-4,-1,800,1
2003-10-26 04:50:25,-4,-1,800,1
2003-10-26 05:50:25,-4,-1,800,1
2003-10-26 06:50:25,-4,-1,800,1
2003-10-26 07:50:25,-4,-1,800,1
2003-10-26 08:50:25,-4,-1,800,1
2003-10-26 09:50:25,-4,-1,800,1
2003-10-26 10:50:25,-4,-1,800,1
2003-10-26 11:50:25,-3,-1,800,1
2003-10-26 12:50:25,-3,-1,800,1
2003-10-26 13:50:25,-4,-1,800,1
2003-10-26 14:50:25,-3,-1,800,1
2003-10-26 15:50:25,-3,-1,800,1
2003-10-26 16:50:25,-4,-1,800,1
2003-10-26 17:50:25,-4,-1,800,1
2003-10-26 18:50:25,-4,-1,800,1
2003-10-26 19:50:25,-3,-1,800,1
2003-10-26 20:50:25,-3,-1,800,1
2003-10-26 21:50:25,-3,-1,800,1
2003-10-26 22:50:25,-4,-1,800,1
2003-10-26 23:50:25,-3,-1,800,1
2003-10-27 00:50:26,-4,-1,800,1
2003-10-27 01:50:26,-2,-1,800,1
2003-10-27 02:50:26,-4,-1,800,1
2003-10-27 03:50:26,-4,-1,800,1
2003-10-27 04:50:26,-4,-1,800,1
2003-10-27 05:50:26,-4,-1,800,1
2003-10-27 06:50:25,-3,-1,800,1
2003-10-27 07:50:25,-4,-1,800,1
2003-10-27 08:50:25,-4,-1,800,1
2003-10-27 09:50:26,-3,-1,800,1
2003-10-27 10:50:26,-3,-1,800,1
2003-10-27 11:50:26,-4,-1,800,1
2003-10-27 12:50:26,-4,-1,800,1
2003-10-27 13:50:26,-3,-1,800,1
2003-10-27 14:50:26,-4,-1,800,1
2003-10-27 15:50:26,-4,-1,800,1
2003-10-27 16:50:26,-4,-1,800,1
2003-10-27 17:50:26,-4,-1,800,1
2003-10-27 18:50:26,-4,-1,800,1
2003-10-27 19:50:26,-3,-1,800,1
2003-10-27 20:50:26,-3,-1,800,1
2003-10-27 20:50:27,NaN,-3,800,1
2003-10-28 03:50:25,NaN,-3,800,1
2003-10-28 03:50:26,-4,-1,800,1
2003-10-28 04:50:26,-4,-1,800,1
2003-10-28 05:50:26,-4,-1,800,1
2003-10-28 06:50:26,-4,-1,800,1
2003-10-28 07:50:26,-4,-1,800,1
2003-10-28 08:50:26,-4,-1,800,1
2003-10-28 09:50:26,-4,-1,800,1
2003-10-28 10:50:26,-3,-1,800,1
2003-10-28 11:50:26,-4,-1,800,1
2003-10-28 12:50:26,-7.000000000000001,-1,800,1
2003-10-28 13:50:26,-4,-1,800,1
2003-10-28 14:50:26,-7.000000000000001,-1,800,1
2003-10-28 15:50:26,-6,-1,800,1
2003-10-28 16:50:26,-6,-1,800,1
2003-10-28 17:50:26,1,-1,800,1
2003-10-28 18:50:26,-6,-1,800,1
2003-10-28 19:50:26,-1,-1,800,1
2003-10-28 20:50:26,0,-1,800,1
2003-10-28 21:50:26,1,-1,800,1
2003-10-28 22:50:26,0,-1,800,1
2003-10-28 23:50:26,-1,-1,800,1
2003-10-29 00:50:26,1,-1,800,1
2003-10-29 01:50:26,-1,-1,800,1
