#Data Set Export - SD.Working@4D10P,,,,
"GRADEDESCRIPTIONS-3=GAP, -2=UNUSABLE, -1=UNSPECIFIED, 0=UNDEF, 11=POOR, 21=ESTIMATED, 25=BEST PRACTICE, 31=GOOD, 41=VERYGOOD, 51=EXCELLENT, APPROVALDESCRIPTIONS 800=WORKING, 900=IN REVIEW, 1200=APPROVED",,,,
Timestamp (UTC),Value (m),Grade Code,Approval Level,Interpolation Type
2015-09-29 03:00:00,3.33874821747959E-07,0,800,1
2015-09-29 04:00:00,3.3826791150711605E-07,0,800,1
2015-09-29 05:00:00,3.4266100126714E-07,0,800,1
2015-09-29 06:00:00,3.47054091026297E-07,0,800,1
2015-09-29 07:00:00,3.51447180785454E-07,0,800,1
2015-09-29 08:00:00,3.5584027054547796E-07,0,800,1
2015-09-29 09:00:00,3.60233360304635E-07,0,800,1
2015-09-29 10:00:00,3.646264500637921E-07,0,800,1
2015-09-29 11:00:00,3.69019539823816E-07,0,800,1
2015-09-29 12:00:00,3.73412629582973E-07,0,800,1
2015-09-29 13:00:00,3.77805719342129E-07,0,800,1
2015-09-29 14:00:00,3.8219880910215396E-07,0,800,1
2015-09-29 15:00:00,3.8659189886131003E-07,0,800,1
2015-09-29 16:00:00,3.90984988621335E-07,0,800,1
2015-09-29 17:00:00,3.95378078380491E-07,0,800,1
2015-09-29 18:00:00,3.99771168140516E-07,0,800,1
2015-09-29 19:00:00,4.0416425790054004E-07,0,800,1
2015-09-29 20:00:00,4.08557347659697E-07,0,800,1
2015-09-29 21:00:00,4.12950437418853E-07,0,800,1
2015-09-29 22:00:00,4.17343527178878E-07,0,800,1
2015-09-29 23:00:00,4.2173661693803395E-07,0,800,1
2015-09-30 00:00:00,4.26129706697191E-07,0,800,1
2015-09-30 01:00:00,4.305227964572151E-07,0,800,1
2015-09-30 02:00:00,4.34915886216372E-07,0,800,1
2015-09-30 03:00:00,4.39308975975529E-07,0,800,1
2015-09-30 04:00:00,4.43702065735553E-07,0,800,1
2015-09-30 05:00:00,4.4809515549470996E-07,0,800,1
2015-09-30 06:00:00,4.5248824525386703E-07,0,800,1
2015-09-30 07:00:00,4.568813350138911E-07,0,800,1
2015-09-30 08:00:00,4.612744247730479E-07,0,800,1
2015-09-30 09:00:00,4.65667514532205E-07,0,800,1
2015-09-30 10:00:00,4.70060604292229E-07,0,800,1
2015-09-30 11:00:00,4.74453694051385E-07,0,800,1
2015-09-30 12:00:00,4.78846783810542E-07,0,800,1
2015-09-30 13:00:00,4.832398735705659E-07,0,800,1
2015-09-30 14:00:00,4.87632963329723E-07,0,800,1
2015-09-30 15:00:00,4.9202605308888E-07,0,800,1
2015-09-30 16:00:00,4.964191428489039E-07,0,800,1
2015-09-30 17:00:00,5.008122326080612E-07,0,800,1
2015-09-30 18:00:00,5.052053223672179E-07,0,800,1
2015-09-30 19:00:00,5.095984121272419E-07,0,800,1
2015-09-30 20:00:00,5.13991501886399E-07,0,800,1
2015-09-30 21:00:00,5.183845916464228E-07,0,800,1
2015-09-30 22:00:00,5.22777681406447E-07,0,800,1
2015-09-30 23:00:00,5.27170771165604E-07,0,800,1
2015-10-01 00:00:00,5.31563860924761E-07,0,800,1
2015-10-01 01:00:00,5.35956950684785E-07,0,800,1
2015-10-01 02:00:00,5.403500404439421E-07,0,800,1
2015-10-01 03:00:00,5.447431302030988E-07,0,800,1
2015-10-01 04:00:00,5.491362199631229E-07,0,800,1
2015-10-01 05:00:00,5.5352930972228E-07,0,800,1
2015-10-01 06:00:00,5.579223994814361E-07,0,800,1
2015-10-01 07:00:00,5.62315489241461E-07,0,800,1
2015-10-01 08:00:00,5.667085790006172E-07,0,800,1
2015-10-01 09:00:00,5.71101668759774E-07,0,800,1
2015-10-01 10:00:00,5.754947585197979E-07,0,800,1
2015-10-01 11:00:00,5.79887848278955E-07,0,800,1
2015-10-01 12:00:00,5.842809380381121E-07,0,800,1
2015-10-01 13:00:00,5.88674027798136E-07,0,800,1
2015-10-01 14:00:00,5.93067117557293E-07,0,800,1
2015-10-01 15:00:00,5.9746020731645E-07,0,800,1
2015-10-01 16:00:00,6.01853297076474E-07,0,800,1
2015-10-01 17:00:00,6.06246386835631E-07,0,800,1
2015-10-01 18:00:00,6.10639476594788E-07,0,800,1
2015-10-01 19:00:00,6.150325663548122E-07,0,800,1
2015-10-01 20:00:00,6.19425656113969E-07,0,800,1
2015-10-01 21:00:00,6.238187458731249E-07,0,800,1
2015-10-01 22:00:00,6.2821183563315E-07,0,800,1
2015-10-01 23:00:00,6.32604925392306E-07,0,800,1
2015-10-02 00:00:00,6.369980151523309E-07,0,800,1
2015-10-02 01:00:00,6.41391104912355E-07,0,800,1
2015-10-02 02:00:00,6.45784194671511E-07,0,800,1
2015-10-02 03:00:00,6.50177284430668E-07,0,800,1
2015-10-02 04:00:00,6.54570374190692E-07,0,800,1
2015-10-02 05:00:00,6.58963463949849E-07,0,800,1
2015-10-02 06:00:00,6.63356553709006E-07,0,800,1
2015-10-02 07:00:00,6.6774964346903E-07,0,800,1
2015-10-02 08:00:00,6.72142733228187E-07,0,800,1
2015-10-02 09:00:00,6.76535822987344E-07,0,800,1
2015-10-02 10:00:00,6.80928912747368E-07,0,800,1
2015-10-02 11:00:00,6.853220025065251E-07,0,800,1
2015-10-02 12:00:00,6.89715092265682E-07,0,800,1
2015-10-02 13:00:00,6.941081820257061E-07,0,800,1
2015-10-02 14:00:00,6.98501271784863E-07,0,800,1
2015-10-02 15:00:00,7.02894361544019E-07,0,800,1
2015-10-02 16:00:00,7.072874513040441E-07,0,800,1
2015-10-02 17:00:00,7.116805410632E-07,0,800,1
2015-10-02 18:00:00,7.160736308223569E-07,0,800,1
2015-10-02 19:00:00,7.20466720582381E-07,0,800,1
2015-10-02 20:00:00,7.248598103415379E-07,0,800,1
2015-10-02 21:00:00,7.29252900100695E-07,0,800,1
2015-10-02 22:00:00,7.336459898607191E-07,0,800,1
2015-10-02 23:00:00,7.380390796198759E-07,0,800,1
2015-10-03 00:00:00,7.424321693790329E-07,0,800,1
2015-10-03 01:00:00,7.468252591390571E-07,0,800,1
2015-10-03 02:00:00,7.51218348898214E-07,0,800,1
2015-10-03 03:00:00,7.556114386582379E-07,0,800,1
2015-10-03 04:00:00,7.600045284182621E-07,0,800,1
2015-10-03 05:00:00,7.643976181774191E-07,0,800,1
2015-10-03 06:00:00,7.68790707936576E-07,0,800,1
2015-10-03 07:00:00,7.731837976966E-07,0,800,1
2015-10-03 08:00:00,7.775768874557571E-07,0,800,1
2015-10-03 09:00:00,7.81969977214914E-07,0,800,1
2015-10-03 10:00:00,7.863630669749381E-07,0,800,1
2015-10-03 11:00:00,7.90756156734095E-07,0,800,1
2015-10-03 12:00:00,7.951492464932509E-07,0,800,1
2015-10-03 13:00:00,7.99542336253276E-07,0,800,1
2015-10-03 14:00:00,8.03935426012432E-07,0,800,1
2015-10-03 15:00:00,8.08328515771589E-07,0,800,1
2015-10-03 16:00:00,8.12721605531613E-07,0,800,1
2015-10-03 17:00:00,8.171146952907698E-07,0,800,1
2015-10-03 18:00:00,8.21507785049927E-07,0,800,1
2015-10-03 19:00:00,8.259008748099509E-07,0,800,1
2015-10-03 20:00:00,8.30293964569108E-07,0,800,1
2015-10-03 21:00:00,8.34687054328265E-07,0,800,1
2015-10-03 22:00:00,8.390801440882891E-07,0,800,1
2015-10-03 23:00:00,8.434732338474459E-07,0,800,1
2015-10-04 00:00:00,8.478663236066029E-07,0,800,1
2015-10-04 01:00:00,8.52259413366627E-07,0,800,1
2015-10-04 02:00:00,8.56652503125784E-07,0,800,1
2015-10-04 03:00:00,8.6104559288494E-07,0,800,1
2015-10-04 04:00:00,8.654386826449641E-07,0,800,1
2015-10-04 05:00:00,8.69831772404121E-07,0,800,1
2015-10-04 06:00:00,8.74224862164145E-07,0,800,1
2015-10-04 07:00:00,8.7861795192417E-07,0,800,1
2015-10-04 08:00:00,8.830110416833259E-07,0,800,1
2015-10-04 09:00:00,8.874041314424829E-07,0,800,1
2015-10-04 10:00:00,8.91797221202507E-07,0,800,1
2015-10-04 11:00:00,8.96190310961664E-07,0,800,1
2015-10-04 12:00:00,9.00583400720821E-07,0,800,1
2015-10-04 13:00:00,9.049764904808451E-07,0,800,1
2015-10-04 14:00:00,9.09369580240002E-07,0,800,1
2015-10-04 15:00:00,9.13762669999159E-07,0,800,1
2015-10-04 16:00:00,9.181557597591827E-07,0,800,1
2015-10-04 17:00:00,9.225488495183399E-07,0,800,1
2015-10-04 18:00:00,9.26941939277497E-07,0,800,1
2015-10-04 19:00:00,9.31335029037521E-07,0,800,1
2015-10-04 20:00:00,9.357281187966779E-07,0,800,1
2015-10-04 21:00:00,9.40121208555834E-07,0,800,1
2015-10-04 22:00:00,9.44514298315859E-07,0,800,1
2015-10-04 23:00:00,9.489073880750151E-07,0,800,1
2015-10-05 00:00:00,9.533004778341721E-07,0,800,1
2015-10-05 01:00:00,9.57693567594196E-07,0,800,1
2015-10-05 02:00:00,9.62086657353353E-07,0,800,1
2015-10-05 03:00:00,9.6647974711251E-07,0,800,1
2015-10-05 04:00:00,9.70872836872534E-07,0,800,1
2015-10-05 05:00:00,9.75265926631691E-07,0,800,1
2015-10-05 06:00:00,9.79659016390848E-07,0,800,1
2015-10-05 07:00:00,9.84052106150872E-07,0,800,1
2015-10-05 08:00:00,9.88445195910029E-07,0,800,1
2015-10-05 09:00:00,9.92838285670053E-07,0,800,1
2015-10-05 10:00:00,9.97231375430077E-07,0,800,1
2015-10-05 11:00:00,1.00162446518923E-06,0,800,1
2015-10-05 12:00:00,1.00601755494839E-06,0,800,1
2015-10-05 13:00:00,1.01041064470841E-06,0,800,1
2015-10-05 14:00:00,1.01480373446757E-06,0,800,1
2015-10-05 15:00:00,1.01919682422673E-06,0,800,1
2015-10-05 16:00:00,1.02358991398675E-06,0,800,1
2015-10-05 17:00:00,1.0279830037459101E-06,0,800,1
2015-10-05 18:00:00,1.03237609350507E-06,0,800,1
2015-10-05 19:00:00,1.03676918326509E-06,0,800,1
2015-10-05 20:00:00,1.04116227302425E-06,0,800,1
2015-10-05 21:00:00,1.0455553627833999E-06,0,800,1
2015-10-05 22:00:00,1.04994845254343E-06,0,800,1
2015-10-05 23:00:00,1.05434154230259E-06,0,800,1
2015-10-06 00:00:00,1.05873463206174E-06,0,800,1
2015-10-06 01:00:00,1.0631277218217699E-06,0,800,1
2015-10-06 02:00:00,1.0675208115809201E-06,0,800,1
2015-10-06 03:00:00,1.0719139013400801E-06,0,800,1
2015-10-06 04:00:00,1.0763069911001E-06,0,800,1
2015-10-06 05:00:00,1.08070008085926E-06,0,800,1
2015-10-06 06:00:00,1.08509317061842E-06,0,800,1
2015-10-06 07:00:00,1.0894862603784402E-06,0,800,1
2015-10-06 08:00:00,1.0938793501376E-06,0,800,1
2015-10-06 09:00:00,1.09827243989676E-06,0,800,1
2015-10-06 10:00:00,1.10266552965678E-06,0,800,1
2015-10-06 11:00:00,1.10705861941594E-06,0,800,1
2015-10-06 12:00:00,1.11145170917596E-06,0,800,1
2015-10-06 13:00:00,1.11584479893512E-06,0,800,1
2015-10-06 14:00:00,1.1202378886951401E-06,0,800,1
2015-10-06 15:00:00,1.1246309784543E-06,0,800,1
2015-10-06 16:00:00,1.12902406821432E-06,0,800,1
2015-10-06 17:00:00,1.13341715797348E-06,0,800,1
2015-10-06 18:00:00,1.13781024773264E-06,0,800,1
2015-10-06 19:00:00,1.14220333749266E-06,0,800,1
2015-10-06 20:00:00,1.14659642725182E-06,0,800,1
2015-10-06 21:00:00,1.15098951701097E-06,0,800,1
2015-10-06 22:00:00,1.1553826067709999E-06,0,800,1
2015-10-06 23:00:00,1.1597756965301501E-06,0,800,1
2015-10-07 00:00:00,1.16416878628931E-06,0,800,1
2015-10-07 01:00:00,1.16856187604934E-06,0,800,1
2015-10-07 02:00:00,1.17295496580849E-06,0,800,1
2015-10-07 03:00:00,1.17734805556765E-06,0,800,1
2015-10-07 04:00:00,1.18174114532767E-06,0,800,1
2015-10-07 05:00:00,1.18613423508683E-06,0,800,1
2015-10-07 06:00:00,1.19052732484599E-06,0,800,1
2015-10-07 07:00:00,1.19492041460601E-06,0,800,1
2015-10-07 08:00:00,1.1993135043651698E-06,0,800,1
2015-10-07 09:00:00,1.20370659412432E-06,0,800,1
2015-10-07 10:00:00,1.20809968388435E-06,0,800,1
2015-10-07 11:00:00,1.21249277364351E-06,0,800,1
2015-10-07 12:00:00,1.21688586340266E-06,0,800,1
2015-10-07 13:00:00,1.2212789531626899E-06,0,800,1
2015-10-07 14:00:00,1.22567204292184E-06,0,800,1
2015-10-07 15:00:00,1.23006513268187E-06,0,800,1
2015-10-07 16:00:00,1.23445822244102E-06,0,800,1
2015-10-07 17:00:00,1.23885131220105E-06,0,800,1
2015-10-07 18:00:00,1.2432444019602101E-06,0,800,1
2015-10-07 19:00:00,1.2476374917202299E-06,0,800,1
2015-10-07 20:00:00,1.2520305814793898E-06,0,800,1
2015-10-07 21:00:00,1.25642367123854E-06,0,800,1
2015-10-07 22:00:00,1.26081676099857E-06,0,800,1
2015-10-07 23:00:00,1.26520985075772E-06,0,800,1
2015-10-08 00:00:00,1.26960294051688E-06,0,800,1
2015-10-08 01:00:00,1.27399603027691E-06,0,800,1
2015-10-08 02:00:00,1.27838912003606E-06,0,800,1
2015-10-08 03:00:00,1.28278220979522E-06,0,800,1
2015-10-08 04:00:00,1.28717529955524E-06,0,800,1
2015-10-08 05:00:00,1.2915683893143998E-06,0,800,1
2015-10-08 06:00:00,1.29596147907356E-06,0,800,1
2015-10-08 07:00:00,1.30035456883358E-06,0,800,1
2015-10-08 08:00:00,1.30474765859274E-06,0,800,1
2015-10-08 09:00:00,1.30914074835189E-06,0,800,1
2015-10-08 10:00:00,1.3135338381119199E-06,0,800,1
2015-10-08 11:00:00,1.31792692787108E-06,0,800,1
2015-10-08 12:00:00,1.32232001763023E-06,0,800,1
2015-10-08 13:00:00,1.32671310739026E-06,0,800,1
2015-10-08 14:00:00,1.33110619714941E-06,0,800,1
2015-10-08 15:00:00,1.3354992869085698E-06,0,800,1
2015-10-08 16:00:00,1.33989237666859E-06,0,800,1
2015-10-08 17:00:00,1.34428546642775E-06,0,800,1
2015-10-08 18:00:00,1.34867855618778E-06,0,800,1
2015-10-08 19:00:00,1.3530716459469299E-06,0,800,1
2015-10-08 20:00:00,1.35746473570696E-06,0,800,1
2015-10-08 21:00:00,1.36185782546611E-06,0,800,1
2015-10-08 22:00:00,1.36625091522614E-06,0,800,1
2015-10-08 23:00:00,1.37064400498529E-06,0,800,1
2015-10-09 00:00:00,1.37503709474445E-06,0,800,1
2015-10-09 01:00:00,1.37943018450448E-06,0,800,1
2015-10-09 02:00:00,1.3838232742636298E-06,0,800,1
2015-10-09 03:00:00,1.38821636402279E-06,0,800,1
2015-10-09 04:00:00,1.39260945378281E-06,0,800,1
2015-10-09 05:00:00,1.3970025435419702E-06,0,800,1
2015-10-09 06:00:00,1.40139563330113E-06,0,800,1
2015-10-09 07:00:00,1.40578872306115E-06,0,800,1
2015-10-09 08:00:00,1.41018181282031E-06,0,800,1
2015-10-09 09:00:00,1.4145749025794599E-06,0,800,1
2015-10-09 10:00:00,1.41896799233949E-06,0,800,1
2015-10-09 11:00:00,1.42336108209865E-06,0,800,1
2015-10-09 12:00:00,1.4277541718578E-06,0,800,1
2015-10-09 13:00:00,1.4321472616178301E-06,0,800,1
2015-10-09 14:00:00,1.43654035137698E-06,0,800,1
2015-10-09 15:00:00,1.4409334411361401E-06,0,800,1
2015-10-09 16:00:00,1.4453265308961599E-06,0,800,1
2015-10-09 17:00:00,1.44971962065532E-06,0,800,1
2015-10-09 18:00:00,1.45411271041448E-06,0,800,1
2015-10-09 19:00:00,1.4585058001745002E-06,0,800,1
2015-10-09 20:00:00,1.46289888993366E-06,0,800,1
2015-10-09 21:00:00,1.46729197969368E-06,0,800,1
2015-10-09 22:00:00,1.47168506945284E-06,0,800,1
2015-10-09 23:00:00,1.4760781592128598E-06,0,800,1
2015-10-10 00:00:00,1.48047124897202E-06,0,800,1
2015-10-10 01:00:00,1.48486433873204E-06,0,800,1
2015-10-10 02:00:00,1.4892574284912E-06,0,800,1
2015-10-10 03:00:00,1.49365051825036E-06,0,800,1
2015-10-10 04:00:00,1.49804360801038E-06,0,800,1
2015-10-10 05:00:00,1.50243669776954E-06,0,800,1
2015-10-10 06:00:00,1.5068297875286996E-06,0,800,1
2015-10-10 07:00:00,1.51122287728872E-06,0,800,1
2015-10-10 08:00:00,1.51561596704788E-06,0,800,1
2015-10-10 09:00:00,1.52000905680703E-06,0,800,1
2015-10-10 10:00:00,1.52440214656706E-06,0,800,1
2015-10-10 11:00:00,1.5287952363262199E-06,0,800,1
2015-10-10 12:00:00,1.5331883260853701E-06,0,800,1
2015-10-10 13:00:00,1.5375814158453996E-06,0,800,1
2015-10-10 14:00:00,1.54197450560455E-06,0,800,1
2015-10-10 15:00:00,1.54636759536371E-06,0,800,1
2015-10-10 16:00:00,1.5507606851237302E-06,0,800,1
2015-10-10 17:00:00,1.55515377488289E-06,0,800,1
2015-10-10 18:00:00,1.55954686464205E-06,0,800,1
2015-10-10 19:00:00,1.56393995440207E-06,0,800,1
2015-10-10 20:00:00,1.56833304416123E-06,0,800,1
2015-10-10 21:00:00,1.5727261339203898E-06,0,800,1
2015-10-10 22:00:00,1.57711922368041E-06,0,800,1
2015-10-10 23:00:00,1.58151231343957E-06,0,800,1
2015-10-11 00:00:00,1.58590540319959E-06,0,800,1
2015-10-11 01:00:00,1.59029849295875E-06,0,800,1
2015-10-11 02:00:00,1.59469158271877E-06,0,800,1
2015-10-11 03:00:00,1.59908467247793E-06,0,800,1
2015-10-11 04:00:00,1.60347776223795E-06,0,800,1
2015-10-11 05:00:00,1.60787085199711E-06,0,800,1
2015-10-11 06:00:00,1.61226394175627E-06,0,800,1
2015-10-11 07:00:00,1.61665703151629E-06,0,800,1
2015-10-11 08:00:00,1.6210501212754499E-06,0,800,1
2015-10-11 09:00:00,1.6254432110346001E-06,0,800,1
2015-10-11 10:00:00,1.62983630079463E-06,0,800,1
2015-10-11 11:00:00,1.63422939055378E-06,0,800,1
2015-10-11 12:00:00,1.63862248031294E-06,0,800,1
2015-10-11 13:00:00,1.64301557007297E-06,0,800,1
2015-10-11 14:00:00,1.64740865983212E-06,0,800,1
2015-10-11 15:00:00,1.65180174959128E-06,0,800,1
2015-10-11 16:00:00,1.6561948393513E-06,0,800,1
2015-10-11 17:00:00,1.66058792911046E-06,0,800,1
2015-10-11 18:00:00,1.66498101886962E-06,0,800,1
2015-10-11 19:00:00,1.66937410862964E-06,0,800,1
2015-10-11 20:00:00,1.6737671983888E-06,0,800,1
2015-10-11 21:00:00,1.67816028814795E-06,0,800,1
2015-10-11 22:00:00,1.6825533779079799E-06,0,800,1
2015-10-11 23:00:00,1.68694646766714E-06,0,800,1
2015-10-12 00:00:00,1.69133955742629E-06,0,800,1
2015-10-12 01:00:00,1.69573264718632E-06,0,800,1
2015-10-12 02:00:00,1.70012573694547E-06,0,800,1
2015-10-12 03:00:00,1.7045188267055E-06,0,800,1
2015-10-12 04:00:00,1.70891191646465E-06,0,800,1
2015-10-12 05:00:00,1.7133050062246799E-06,0,800,1
2015-10-12 06:00:00,1.71769809598384E-06,0,800,1
2015-10-12 07:00:00,1.7220911857438598E-06,0,800,1
2015-10-12 08:00:00,1.7264842755030204E-06,0,800,1
2015-10-12 09:00:00,1.73087736526217E-06,0,800,1
2015-10-12 10:00:00,1.7352704550222001E-06,0,800,1
2015-10-12 11:00:00,1.73966354478135E-06,0,800,1
2015-10-12 12:00:00,1.7440566345405101E-06,0,800,1
2015-10-12 13:00:00,1.7484497243005402E-06,0,800,1
2015-10-12 14:00:00,1.75284281405969E-06,0,800,1
2015-10-12 15:00:00,1.75723590381885E-06,0,800,1
2015-10-12 16:00:00,1.76162899357887E-06,0,800,1
2015-10-12 17:00:00,1.76602208333803E-06,0,800,1
2015-10-12 18:00:00,1.7704151730971906E-06,0,800,1
2015-10-12 19:00:00,1.77480826285721E-06,0,800,1
2015-10-12 20:00:00,1.77920135261637E-06,0,800,1
2015-10-12 21:00:00,1.78359444237552E-06,0,800,1
2015-10-12 22:00:00,-0.00199999999676947,0,800,1
2015-10-12 23:00:00,0.024,0,800,1
2015-10-13 00:00:00,0.024,0,800,1
2015-10-13 01:00:00,0.0259999999999998,0,800,1
2015-10-13 02:00:00,0.0341666666663514,0,800,1
2015-10-13 03:00:00,0.0423333333328628,0,800,1
2015-10-13 04:00:00,0.0505000000011933,0,800,1
2015-10-13 05:00:00,0.0586666666658857,0,800,1
2015-10-13 06:00:00,0.0668333333323972,0,800,1
2015-10-13 07:00:00,0.0749999999999997,0,800,1
2015-10-13 08:00:00,0.0759999999999996,0,800,1
2015-10-13 09:00:00,0.0813333333335322,0,800,1
2015-10-13 10:00:00,0.0866666666670426,0,800,1
2015-10-13 11:00:00,0.0919999999999996,0,800,1
2015-10-13 12:00:00,0.0979999999990469,0,800,1
2015-10-13 13:00:00,0.104,0,800,1
2015-10-13 14:00:00,0.0993333333344708,0,800,1
2015-10-13 15:00:00,0.0946666666677629,0,800,1
2015-10-13 16:00:00,0.0899999999999999,0,800,1
2015-10-13 17:00:00,0.0879999999999996,0,800,1
2015-10-13 18:00:00,0.0969999999997526,0,800,1
2015-10-13 19:00:00,0.106000000001586,0,800,1
2015-10-13 20:00:00,0.115000000001601,0,800,1
2015-10-13 21:00:00,0.124,0,800,1
2015-10-13 22:00:00,0.129,0,800,1
2015-10-13 23:00:00,0.14,0,800,1
2015-10-14 00:00:00,0.13033333333442002,0,800,1
2015-10-14 01:00:00,0.120666666665784,0,800,1
2015-10-14 02:00:00,0.111,0,800,1
2015-10-14 03:00:00,0.123,0,800,1
2015-10-14 04:00:00,0.124,0,800,1
2015-10-14 05:00:00,0.132,0,800,1
2015-10-14 06:00:00,0.14,0,800,1
2015-10-14 07:00:00,0.139,0,800,1
2015-10-14 08:00:00,0.13699999999999998,0,800,1
2015-10-14 09:00:00,0.135,0,800,1
2015-10-14 10:00:00,0.136,0,800,1
2015-10-14 11:00:00,0.136,0,800,1
2015-10-14 12:00:00,0.132,0,800,1
2015-10-14 13:00:00,0.13,0,800,1
2015-10-14 14:00:00,0.127,0,800,1
2015-10-14 15:00:00,0.126500000000078,0,800,1
2015-10-14 16:00:00,0.126,0,800,1
2015-10-14 17:00:00,0.123,0,800,1
2015-10-14 18:00:00,0.119,0,800,1
2015-10-14 19:00:00,0.113749999998618,0,800,1
2015-10-14 20:00:00,0.10849999999936698,0,800,1
2015-10-14 21:00:00,0.103250000000116,0,800,1
2015-10-14 22:00:00,0.0979999999999999,0,800,1
2015-10-14 23:00:00,0.101,0,800,1
